ClientID,Status,Last_Visit,Total_Spend,Visits,Avg_Basket,Feedback,Sentiment,Preferred_Channel
1348,Churned,2025-12-22,2681.91,10,406.33,Prices high,Negative,WhatsApp
1349,Active,2025-11-29,5683.08,25,472.36,Good parking,Positive,WhatsApp
1350,Active,2025-11-11,8576.73,13,1460.16,Fresh veggies,Positive,SMS
1351,Churned,2025-12-16,5802.38,32,126.95,App crashing,Negative,SMS
1352,Active,2025-10-22,6553.02,39,1041.98,Great bakery,Positive,Email
1353,Active,2025-10-07,5796.65,27,1202.05,Helpful staff,Positive,SMS
1354,Active,2025-09-30,5833.83,21,1345.33,Great bakery,Positive,Email
1355,Active,2025-11-10,7564.33,38,163.58,Helpful staff,Positive,WhatsApp
1356,Churned,2025-11-08,1231.89,34,1786.28,Cashier rude,Negative,WhatsApp
1357,Churned,2025-12-02,1220.0,10,1122.69,Found bug in rice,Negative,Email
1358,Churned,2025-12-08,7330.54,39,970.99,Found bug in rice,Negative,WhatsApp
1359,Churned,2025-10-14,3867.65,18,395.28,App crashing,Negative,SMS
1360,Active,2025-12-07,4481.58,17,1344.35,Good parking,Positive,WhatsApp
1361,Active,2025-09-24,6336.7,2,1602.48,Good parking,Positive,SMS
1362,Active,2025-09-19,1858.48,17,752.74,Fresh veggies,Positive,SMS
1363,Active,2025-10-10,6881.42,36,381.02,Good parking,Positive,SMS
1364,Active,2025-12-31,3508.09,10,1316.48,Helpful staff,Positive,SMS
1365,Active,2025-09-26,2158.45,16,1061.04,Great bakery,Positive,WhatsApp
1366,Active,2025-09-13,4421.2,41,541.34,Good parking,Positive,WhatsApp
1367,Churned,2025-10-11,7315.54,10,341.79,Cashier rude,Negative,Email
1368,Active,2025-11-10,1393.98,23,1157.8,Good parking,Positive,Email
1369,Churned,2025-10-26,9333.56,10,1346.18,Milk expired,Negative,SMS
1370,Active,2025-09-11,6756.65,45,1545.98,Fresh veggies,Positive,Email
1371,Active,2025-10-02,1353.03,20,504.33,Fresh veggies,Positive,Email
1372,Active,2025-10-14,5801.61,48,210.1,Great bakery,Positive,Email
1373,Active,2025-12-29,1364.39,42,106.25,Great bakery,Positive,WhatsApp
1374,Churned,2025-10-10,7301.39,3,539.34,Found bug in rice,Negative,SMS
1375,Active,2025-12-08,2232.72,16,1485.21,Great bakery,Positive,WhatsApp
1376,Active,2025-11-16,3199.63,5,1731.13,Good parking,Positive,SMS
1377,Active,2025-10-27,3480.6,46,929.61,Great bakery,Positive,WhatsApp
1378,Active,2025-12-23,2134.46,2,148.29,Fresh veggies,Positive,Email
1379,Churned,2025-10-20,8285.66,28,708.14,Prices high,Negative,SMS
1380,Active,2025-11-27,9612.22,44,1603.72,Helpful staff,Positive,SMS
1381,Active,2025-11-02,2260.34,11,1698.49,Good parking,Positive,SMS
1382,Active,2025-10-13,4982.1,18,1671.44,Helpful staff,Positive,WhatsApp
1383,Active,2025-12-25,9164.79,21,942.21,Great bakery,Positive,Email
1384,Active,2025-12-08,3622.37,20,669.99,Good parking,Positive,SMS
1385,Churned,2025-11-12,2859.42,22,824.04,Milk expired,Negative,SMS
1386,Churned,2025-11-28,5865.15,23,395.35,Prices high,Negative,Email
1387,Active,2025-12-28,2919.01,14,1524.54,Great bakery,Positive,WhatsApp
1388,Active,2025-11-26,3581.32,45,1144.3,Helpful staff,Positive,WhatsApp
1389,Active,2025-09-19,9120.3,37,932.78,Helpful staff,Positive,SMS
1390,Active,2025-12-10,624.2,33,920.1,Fresh veggies,Positive,WhatsApp
1391,Active,2025-10-04,5633.41,12,105.4,Good parking,Positive,SMS
1392,Active,2025-10-30,8180.22,14,849.09,Great bakery,Positive,SMS
1393,Active,2025-12-08,6060.31,28,1742.16,Good parking,Positive,SMS
1394,Active,2025-10-05,1238.57,22,473.27,Fresh veggies,Positive,WhatsApp
1395,Active,2025-11-17,943.26,14,486.1,Fresh veggies,Positive,SMS
1396,Active,2025-10-12,8737.87,41,949.27,Good parking,Positive,WhatsApp
1397,Churned,2025-12-12,4749.76,40,1172.35,Found bug in rice,Negative,Email
1398,Active,2025-12-20,3986.8,10,1963.8,Good parking,Positive,Email
1399,Active,2025-11-02,5649.62,44,1175.15,Helpful staff,Positive,SMS
1400,Active,2025-09-13,7642.33,45,740.26,Helpful staff,Positive,WhatsApp
1401,Active,2025-11-05,1992.05,24,466.12,Great bakery,Positive,SMS
1402,Active,2025-11-14,4057.88,11,1154.13,Helpful staff,Positive,SMS
1403,Active,2025-12-25,6432.36,28,1184.52,Good parking,Positive,SMS
1404,Churned,2025-12-09,6771.26,37,1174.99,Cashier rude,Negative,WhatsApp
1405,Active,2025-10-12,9116.09,30,1962.33,Great bakery,Positive,WhatsApp
1406,Active,2025-11-27,9440.04,18,1187.65,Great bakery,Positive,Email
1407,Active,2026-01-03,821.01,26,893.36,Good parking,Positive,Email
1408,Active,2025-12-05,1004.51,34,310.23,Good parking,Positive,SMS
1409,Active,2025-11-16,6368.91,31,1025.46,Fresh veggies,Positive,Email
1410,Active,2025-12-26,5162.7,34,1898.72,Helpful staff,Positive,SMS
1411,Active,2025-11-19,2970.44,5,632.77,Great bakery,Positive,Email
1412,Active,2026-01-05,8157.45,16,370.39,Great bakery,Positive,SMS
1413,Active,2025-12-08,6297.77,22,954.76,Great bakery,Positive,SMS
1414,Churned,2025-12-22,1462.37,22,440.23,Milk expired,Negative,WhatsApp
1415,Active,2025-11-23,7828.6,43,271.73,Fresh veggies,Positive,Email
1416,Active,2025-09-10,4620.98,39,545.0,Good parking,Positive,SMS
1417,Active,2025-09-20,8173.69,4,1656.1,Great bakery,Positive,SMS
1418,Active,2025-12-23,8414.0,38,1004.22,Good parking,Positive,SMS
1419,Churned,2025-12-09,1966.06,18,246.02,App crashing,Negative,WhatsApp
1420,Active,2025-11-03,1272.96,10,1941.39,Helpful staff,Positive,Email
1421,Active,2025-12-05,9834.39,33,294.31,Good parking,Positive,WhatsApp
1422,Active,2025-12-11,7495.05,30,591.48,Good parking,Positive,SMS
1423,Active,2025-12-25,3768.97,9,1482.57,Helpful staff,Positive,Email
1424,Active,2025-10-13,8791.08,31,707.63,Fresh veggies,Positive,Email
1425,Active,2025-12-05,2634.92,38,375.49,Fresh veggies,Positive,SMS
1426,Active,2025-12-18,6080.76,48,712.65,Good parking,Positive,Email
1427,Churned,2025-09-24,8595.06,11,530.24,Found bug in rice,Negative,Email
1428,Churned,2026-01-02,1033.8,14,488.27,App crashing,Negative,SMS
1429,Active,2026-01-02,5597.03,37,1203.73,Helpful staff,Positive,Email
1430,Active,2025-12-06,8822.08,11,1117.85,Good parking,Positive,WhatsApp
1431,Active,2025-11-08,4684.42,4,1282.53,Great bakery,Positive,Email
1432,Active,2025-10-11,5738.29,26,630.95,Good parking,Positive,WhatsApp
1433,Active,2025-11-24,9825.96,22,795.18,Good parking,Positive,Email
1434,Churned,2025-09-27,2969.03,10,1120.11,App crashing,Negative,WhatsApp
1435,Churned,2025-11-30,7774.02,17,611.81,Milk expired,Negative,WhatsApp
1436,Active,2026-01-04,9557.89,44,465.45,Helpful staff,Positive,WhatsApp
1437,Active,2025-12-04,3450.26,41,1545.09,Great bakery,Positive,SMS
1438,Active,2025-11-16,5331.37,28,631.11,Fresh veggies,Positive,WhatsApp
1439,Active,2025-12-08,5083.01,16,1644.46,Fresh veggies,Positive,Email
1440,Active,2025-10-23,2308.94,11,1218.43,Fresh veggies,Positive,SMS
1441,Active,2025-11-13,8520.94,36,1060.29,Good parking,Positive,Email
1442,Active,2025-10-01,5026.25,34,535.46,Fresh veggies,Positive,WhatsApp
1443,Churned,2025-11-09,3688.6,22,623.34,Cashier rude,Negative,Email
1444,Active,2025-11-24,8188.36,21,1534.45,Fresh veggies,Positive,Email
1445,Active,2025-12-04,8102.6,4,877.48,Fresh veggies,Positive,SMS
1446,Active,2025-09-23,5237.91,33,863.66,Good parking,Positive,Email
1447,Active,2025-11-04,7532.49,28,1183.81,Good parking,Positive,WhatsApp
1448,Churned,2025-11-05,7544.41,21,1208.97,Cashier rude,Negative,WhatsApp
1449,Active,2025-10-31,8548.3,30,1750.14,Fresh veggies,Positive,SMS
1450,Churned,2025-10-03,854.1,10,1947.36,Found bug in rice,Negative,Email
1451,Churned,2025-10-08,4223.31,13,578.12,Prices high,Negative,Email
1452,Churned,2025-11-11,8362.47,4,969.68,Milk expired,Negative,WhatsApp
1453,Active,2025-09-17,1178.39,2,715.05,Good parking,Positive,SMS
1454,Active,2025-10-27,746.03,16,820.77,Good parking,Positive,SMS
1455,Active,2025-11-28,9912.9,23,609.8,Fresh veggies,Positive,SMS
1456,Churned,2025-12-15,4652.29,17,1981.61,Cashier rude,Negative,WhatsApp
1457,Active,2025-09-11,5799.41,39,1499.14,Good parking,Positive,SMS
1458,Active,2025-12-08,9657.38,23,143.84,Good parking,Positive,Email
1459,Active,2025-12-13,3267.27,49,1390.25,Good parking,Positive,Email
1460,Active,2025-11-19,992.09,6,180.48,Great bakery,Positive,WhatsApp
1461,Churned,2026-01-01,856.93,50,968.22,Found bug in rice,Negative,WhatsApp
1462,Active,2025-09-29,7423.21,3,1829.77,Fresh veggies,Positive,SMS
1463,Active,2025-12-26,7909.82,32,474.62,Great bakery,Positive,WhatsApp
1464,Active,2025-09-23,7330.56,39,1123.65,Great bakery,Positive,SMS
1465,Active,2025-12-30,3296.43,38,1672.17,Fresh veggies,Positive,Email
1466,Active,2025-12-18,6470.57,41,776.19,Helpful staff,Positive,SMS
1467,Active,2025-12-17,2244.22,5,1670.09,Helpful staff,Positive,Email
1468,Active,2025-10-31,7550.79,50,1268.4,Good parking,Positive,Email
1469,Churned,2026-01-02,4988.35,21,381.87,App crashing,Negative,Email
1470,Churned,2025-11-03,594.25,40,1322.75,Milk expired,Negative,WhatsApp
1471,Active,2025-11-03,5173.41,16,1412.69,Fresh veggies,Positive,WhatsApp
1472,Active,2025-11-11,4849.23,1,525.71,Helpful staff,Positive,WhatsApp
1473,Active,2025-10-31,4866.72,18,514.36,Good parking,Positive,SMS
1474,Active,2025-10-02,2947.42,1,811.21,Great bakery,Positive,WhatsApp
1475,Active,2025-09-19,4539.07,17,299.03,Helpful staff,Positive,Email
1476,Active,2025-11-20,4972.9,18,1982.9,Helpful staff,Positive,WhatsApp
1477,Churned,2025-10-09,5842.14,18,1024.8,Cashier rude,Negative,SMS
1478,Churned,2025-11-23,8094.01,46,1811.76,Prices high,Negative,Email
1479,Active,2025-10-17,9113.17,38,1476.98,Helpful staff,Positive,SMS
1480,Active,2025-11-09,1036.9,42,342.07,Helpful staff,Positive,Email
1481,Active,2025-12-11,4511.04,7,355.79,Great bakery,Positive,Email
1482,Churned,2025-12-12,2522.81,24,184.79,Prices high,Negative,SMS
1483,Churned,2025-12-27,1870.91,14,588.56,Cashier rude,Negative,Email
1484,Active,2025-10-25,3878.13,44,1989.3,Great bakery,Positive,WhatsApp
1485,Active,2026-01-03,6118.93,41,898.44,Great bakery,Positive,Email
1486,Churned,2026-01-06,4983.57,14,599.47,App crashing,Negative,SMS
1487,Active,2025-09-28,7538.44,37,1447.69,Great bakery,Positive,SMS
1488,Active,2025-11-19,3944.25,47,996.2,Fresh veggies,Positive,WhatsApp
1489,Active,2025-10-07,3048.14,7,1419.88,Great bakery,Positive,SMS
1490,Active,2025-09-17,9092.4,44,1279.38,Good parking,Positive,SMS
1491,Active,2025-12-01,9373.23,42,1785.54,Good parking,Positive,Email
1492,Active,2025-11-26,847.95,33,1915.25,Good parking,Positive,Email
1493,Active,2025-11-27,1125.7,32,319.54,Helpful staff,Positive,Email
1494,Active,2026-01-06,8995.93,18,827.2,Great bakery,Positive,SMS
1495,Active,2025-09-30,1042.21,13,1358.72,Fresh veggies,Positive,WhatsApp
1496,Churned,2025-12-18,7647.97,30,1762.2,App crashing,Negative,SMS
1497,Churned,2025-11-10,6749.71,11,1459.04,Milk expired,Negative,Email
1498,Active,2025-11-25,3243.63,12,876.63,Fresh veggies,Positive,Email
1499,Active,2025-12-28,4649.14,50,651.25,Fresh veggies,Positive,WhatsApp
1500,Active,2025-10-26,5776.28,50,597.96,Helpful staff,Positive,WhatsApp
